strain	name	date	region	country	host	passage_type	sra_accession	abbr_authors	authors	institution
MT797649.1	HK05-15	2005-12-XX	Asia	Hong Kong	Homo sapiens			Lau et al	Lau,S.K.P.,Lung,D.C.,Wong,E.Y.M.,Aw-Yong,K.L.,Wong,A.C.P.,Luk,H.K.H.,Li,K.S.M.,Fung,J.,Chan,T.T.Y.,Tang,J.Y.M.,Zhu,L.,Yip,C.C.Y.,Wong,S.C.Y.,Lee,R.A.,Tsang,O.T.Y.,Yuen,K.-Y.,Woo,P.C.Y.	The University of Hong Kong, Microbiology
MT797648.1	HK05-14	2005-12-XX	Asia	Hong Kong	Homo sapiens			Lau et al	Lau,S.K.P.,Lung,D.C.,Wong,E.Y.M.,Aw-Yong,K.L.,Wong,A.C.P.,Luk,H.K.H.,Li,K.S.M.,Fung,J.,Chan,T.T.Y.,Tang,J.Y.M.,Zhu,L.,Yip,C.C.Y.,Wong,S.C.Y.,Lee,R.A.,Tsang,O.T.Y.,Yuen,K.-Y.,Woo,P.C.Y.	The University of Hong Kong, Microbiology
MT797647.1	HK05-13	2005-12-XX	Asia	Hong Kong	Homo sapiens			Lau et al	Lau,S.K.P.,Lung,D.C.,Wong,E.Y.M.,Aw-Yong,K.L.,Wong,A.C.P.,Luk,H.K.H.,Li,K.S.M.,Fung,J.,Chan,T.T.Y.,Tang,J.Y.M.,Zhu,L.,Yip,C.C.Y.,Wong,S.C.Y.,Lee,R.A.,Tsang,O.T.Y.,Yuen,K.-Y.,Woo,P.C.Y.	The University of Hong Kong, Microbiology
MT797646.1	HK05-12	2005-12-XX	Asia	Hong Kong	Homo sapiens			Lau et al	Lau,S.K.P.,Lung,D.C.,Wong,E.Y.M.,Aw-Yong,K.L.,Wong,A.C.P.,Luk,H.K.H.,Li,K.S.M.,Fung,J.,Chan,T.T.Y.,Tang,J.Y.M.,Zhu,L.,Yip,C.C.Y.,Wong,S.C.Y.,Lee,R.A.,Tsang,O.T.Y.,Yuen,K.-Y.,Woo,P.C.Y.	The University of Hong Kong, Microbiology
MT797645.1	HK05-11	2005-12-XX	Asia	Hong Kong	Homo sapiens			Lau et al	Lau,S.K.P.,Lung,D.C.,Wong,E.Y.M.,Aw-Yong,K.L.,Wong,A.C.P.,Luk,H.K.H.,Li,K.S.M.,Fung,J.,Chan,T.T.Y.,Tang,J.Y.M.,Zhu,L.,Yip,C.C.Y.,Wong,S.C.Y.,Lee,R.A.,Tsang,O.T.Y.,Yuen,K.-Y.,Woo,P.C.Y.	The University of Hong Kong, Microbiology
MT797644.1	HK05-10	2005-11-XX	Asia	Hong Kong	Homo sapiens			Lau et al	Lau,S.K.P.,Lung,D.C.,Wong,E.Y.M.,Aw-Yong,K.L.,Wong,A.C.P.,Luk,H.K.H.,Li,K.S.M.,Fung,J.,Chan,T.T.Y.,Tang,J.Y.M.,Zhu,L.,Yip,C.C.Y.,Wong,S.C.Y.,Lee,R.A.,Tsang,O.T.Y.,Yuen,K.-Y.,Woo,P.C.Y.	The University of Hong Kong, Microbiology
MT797643.1	HK05-09	2005-11-XX	Asia	Hong Kong	Homo sapiens			Lau et al	Lau,S.K.P.,Lung,D.C.,Wong,E.Y.M.,Aw-Yong,K.L.,Wong,A.C.P.,Luk,H.K.H.,Li,K.S.M.,Fung,J.,Chan,T.T.Y.,Tang,J.Y.M.,Zhu,L.,Yip,C.C.Y.,Wong,S.C.Y.,Lee,R.A.,Tsang,O.T.Y.,Yuen,K.-Y.,Woo,P.C.Y.	The University of Hong Kong, Microbiology
MT797642.1	HK05-08	2005-11-XX	Asia	Hong Kong	Homo sapiens			Lau et al	Lau,S.K.P.,Lung,D.C.,Wong,E.Y.M.,Aw-Yong,K.L.,Wong,A.C.P.,Luk,H.K.H.,Li,K.S.M.,Fung,J.,Chan,T.T.Y.,Tang,J.Y.M.,Zhu,L.,Yip,C.C.Y.,Wong,S.C.Y.,Lee,R.A.,Tsang,O.T.Y.,Yuen,K.-Y.,Woo,P.C.Y.	The University of Hong Kong, Microbiology
MT797641.1	HK05-07	2005-11-XX	Asia	Hong Kong	Homo sapiens			Lau et al	Lau,S.K.P.,Lung,D.C.,Wong,E.Y.M.,Aw-Yong,K.L.,Wong,A.C.P.,Luk,H.K.H.,Li,K.S.M.,Fung,J.,Chan,T.T.Y.,Tang,J.Y.M.,Zhu,L.,Yip,C.C.Y.,Wong,S.C.Y.,Lee,R.A.,Tsang,O.T.Y.,Yuen,K.-Y.,Woo,P.C.Y.	The University of Hong Kong, Microbiology
MT797640.1	HK05-06	2005-10-XX	Asia	Hong Kong	Homo sapiens			Lau et al	Lau,S.K.P.,Lung,D.C.,Wong,E.Y.M.,Aw-Yong,K.L.,Wong,A.C.P.,Luk,H.K.H.,Li,K.S.M.,Fung,J.,Chan,T.T.Y.,Tang,J.Y.M.,Zhu,L.,Yip,C.C.Y.,Wong,S.C.Y.,Lee,R.A.,Tsang,O.T.Y.,Yuen,K.-Y.,Woo,P.C.Y.	The University of Hong Kong, Microbiology
MT797639.1	HK05-05	2005-04-XX	Asia	Hong Kong	Homo sapiens			Lau et al	Lau,S.K.P.,Lung,D.C.,Wong,E.Y.M.,Aw-Yong,K.L.,Wong,A.C.P.,Luk,H.K.H.,Li,K.S.M.,Fung,J.,Chan,T.T.Y.,Tang,J.Y.M.,Zhu,L.,Yip,C.C.Y.,Wong,S.C.Y.,Lee,R.A.,Tsang,O.T.Y.,Yuen,K.-Y.,Woo,P.C.Y.	The University of Hong Kong, Microbiology
MT797638.1	HK05-04	2005-03-XX	Asia	Hong Kong	Homo sapiens			Lau et al	Lau,S.K.P.,Lung,D.C.,Wong,E.Y.M.,Aw-Yong,K.L.,Wong,A.C.P.,Luk,H.K.H.,Li,K.S.M.,Fung,J.,Chan,T.T.Y.,Tang,J.Y.M.,Zhu,L.,Yip,C.C.Y.,Wong,S.C.Y.,Lee,R.A.,Tsang,O.T.Y.,Yuen,K.-Y.,Woo,P.C.Y.	The University of Hong Kong, Microbiology
MT797637.1	HK05-03	2005-02-XX	Asia	Hong Kong	Homo sapiens			Lau et al	Lau,S.K.P.,Lung,D.C.,Wong,E.Y.M.,Aw-Yong,K.L.,Wong,A.C.P.,Luk,H.K.H.,Li,K.S.M.,Fung,J.,Chan,T.T.Y.,Tang,J.Y.M.,Zhu,L.,Yip,C.C.Y.,Wong,S.C.Y.,Lee,R.A.,Tsang,O.T.Y.,Yuen,K.-Y.,Woo,P.C.Y.	The University of Hong Kong, Microbiology
MT797636.1	HK04-02	2004-06-XX	Asia	Hong Kong	Homo sapiens			Lau et al	Lau,S.K.P.,Lung,D.C.,Wong,E.Y.M.,Aw-Yong,K.L.,Wong,A.C.P.,Luk,H.K.H.,Li,K.S.M.,Fung,J.,Chan,T.T.Y.,Tang,J.Y.M.,Zhu,L.,Yip,C.C.Y.,Wong,S.C.Y.,Lee,R.A.,Tsang,O.T.Y.,Yuen,K.-Y.,Woo,P.C.Y.	The University of Hong Kong, Microbiology
MT797635.1	HK04-01	2004-04-XX	Asia	Hong Kong	Homo sapiens			Lau et al	Lau,S.K.P.,Lung,D.C.,Wong,E.Y.M.,Aw-Yong,K.L.,Wong,A.C.P.,Luk,H.K.H.,Li,K.S.M.,Fung,J.,Chan,T.T.Y.,Tang,J.Y.M.,Zhu,L.,Yip,C.C.Y.,Wong,S.C.Y.,Lee,R.A.,Tsang,O.T.Y.,Yuen,K.-Y.,Woo,P.C.Y.	The University of Hong Kong, Microbiology
MT797634.1	HK20-42	2020-01-XX	Asia	Hong Kong	Homo sapiens			Lau et al	Lau,S.K.P.,Lung,D.C.,Wong,E.Y.M.,Aw-Yong,K.L.,Wong,A.C.P.,Luk,H.K.H.,Li,K.S.M.,Fung,J.,Chan,T.T.Y.,Tang,J.Y.M.,Zhu,L.,Yip,C.C.Y.,Wong,S.C.Y.,Lee,R.A.,Tsang,O.T.Y.,Yuen,K.-Y.,Woo,P.C.Y.	The University of Hong Kong, Microbiology
MT492222.1		2011-XX-XX	Asia	China: Jiangxi	Homo sapiens			Xu et al	Xu,G.,Li,J.,Xiong,Y.,Gong,T.,Shi,Y.,Zhou,J.,Xiao,F.,Zhang,Y.,Liu,S.,Liu,X.	Jiangxi Center for Disease Control and Prevention, Institution of Disease Testing
MT492221.1		2013-XX-XX	Asia	China: Jiangxi	Homo sapiens			Xu et al	Xu,G.,Li,J.,Xiong,Y.,Gong,T.,Shi,Y.,Zhou,J.,Xiao,F.,Zhang,Y.,Liu,S.,Liu,X.	Jiangxi Center for Disease Control and Prevention, Institution of Disease Testing
MT492220.1		2011-XX-XX	Asia	China: Jiangxi	Homo sapiens			Xu et al	Xu,G.,Li,J.,Xiong,Y.,Gong,T.,Shi,Y.,Zhou,J.,Xiao,F.,Zhang,Y.,Liu,S.,Liu,X.	Jiangxi Center for Disease Control and Prevention, Institution of Disease Testing
MT492219.1		2012-XX-XX	Asia	China: Jiangxi	Homo sapiens			Xu et al	Xu,G.,Li,J.,Xiong,Y.,Gong,T.,Shi,Y.,Zhou,J.,Xiao,F.,Zhang,Y.,Liu,S.,Liu,X.	Jiangxi Center for Disease Control and Prevention, Institution of Disease Testing
MT492218.1		2013-XX-XX	Asia	China: Jiangxi	Homo sapiens			Xu et al	Xu,G.,Li,J.,Xiong,Y.,Gong,T.,Shi,Y.,Zhou,J.,Xiao,F.,Zhang,Y.,Liu,S.,Liu,X.	Jiangxi Center for Disease Control and Prevention, Institution of Disease Testing
MT492217.1		2013-XX-XX	Asia	China: Jiangxi	Homo sapiens			Xu et al	Xu,G.,Li,J.,Xiong,Y.,Gong,T.,Shi,Y.,Zhou,J.,Xiao,F.,Zhang,Y.,Liu,S.,Liu,X.	Jiangxi Center for Disease Control and Prevention, Institution of Disease Testing
MT492216.1		2013-XX-XX	Asia	China: Jiangxi	Homo sapiens			Xu et al	Xu,G.,Li,J.,Xiong,Y.,Gong,T.,Shi,Y.,Zhou,J.,Xiao,F.,Zhang,Y.,Liu,S.,Liu,X.	Jiangxi Center for Disease Control and Prevention, Institution of Disease Testing
MT492215.1		2014-XX-XX	Asia	China: Jiangxi	Homo sapiens			Xu et al	Xu,G.,Li,J.,Xiong,Y.,Gong,T.,Shi,Y.,Zhou,J.,Xiao,F.,Zhang,Y.,Liu,S.,Liu,X.	Jiangxi Center for Disease Control and Prevention, Institution of Disease Testing
MT492214.1		2017-XX-XX	Asia	China: Jiangxi	Homo sapiens			Xu et al	Xu,G.,Li,J.,Xiong,Y.,Gong,T.,Shi,Y.,Zhou,J.,Xiao,F.,Zhang,Y.,Liu,S.,Liu,X.	Jiangxi Center for Disease Control and Prevention, Institution of Disease Testing
MT492213.1		2018-XX-XX	Asia	China: Jiangxi	Homo sapiens			Xu et al	Xu,G.,Li,J.,Xiong,Y.,Gong,T.,Shi,Y.,Zhou,J.,Xiao,F.,Zhang,Y.,Liu,S.,Liu,X.	Jiangxi Center for Disease Control and Prevention, Institution of Disease Testing
MT492212.1		2018-XX-XX	Asia	China: Jiangxi	Homo sapiens			Xu et al	Xu,G.,Li,J.,Xiong,Y.,Gong,T.,Shi,Y.,Zhou,J.,Xiao,F.,Zhang,Y.,Liu,S.,Liu,X.	Jiangxi Center for Disease Control and Prevention, Institution of Disease Testing
MT438700.1	HCoV-229E/USA/UAMS_DID_0108/2017	2017-01-27	North America	USA	Homo sapiens			Dinwiddie et al	Dinwiddie,D.L.,Dehority,W.N.,Schwalm,K.C.,Kothari,A.,Storm,E.,Thompson,T.,Putt,C.,Pomeroy,K.,Young,S.A.,Domman,D.,Kennedy,J.L.	University of New Mexico, Pediatrics
MT438699.1	HCoV-229E/USA/ACRI_0246/2017	2017-02-27	North America	USA	Homo sapiens			Dinwiddie et al	Dinwiddie,D.L.,Dehority,W.N.,Schwalm,K.C.,Kothari,A.,Storm,E.,Thompson,T.,Putt,C.,Pomeroy,K.,Young,S.A.,Domman,D.,Kennedy,J.L.	University of New Mexico, Pediatrics
MT438698.1	HCoV-229E/USA/ACRI_0256/2017	2017-02-24	North America	USA	Homo sapiens			Dinwiddie et al	Dinwiddie,D.L.,Dehority,W.N.,Schwalm,K.C.,Kothari,A.,Storm,E.,Thompson,T.,Putt,C.,Pomeroy,K.,Young,S.A.,Domman,D.,Kennedy,J.L.	University of New Mexico, Pediatrics
MT438697.1	HCoV-229E/USA/ACRI_0244/2017	2017-02-24	North America	USA	Homo sapiens			Dinwiddie et al	Dinwiddie,D.L.,Dehority,W.N.,Schwalm,K.C.,Kothari,A.,Storm,E.,Thompson,T.,Putt,C.,Pomeroy,K.,Young,S.A.,Domman,D.,Kennedy,J.L.	University of New Mexico, Pediatrics
MT438696.1	HCoV-229E/USA/UNM_0186/2016	2016-02-09	North America	USA	Homo sapiens			Dinwiddie et al	Dinwiddie,D.L.,Dehority,W.N.,Schwalm,K.C.,Kothari,A.,Storm,E.,Thompson,T.,Putt,C.,Pomeroy,K.,Young,S.A.,Domman,D.,Kennedy,J.L.	University of New Mexico, Pediatrics
MT221710.1	PREDICT_CMAB71535	2016-05-31	Africa	Cameroon	Hipposideros			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
MT125561.1	10196	2016-11-16	Africa	Sierra Leone	Hipposideros			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
MT125487.1	10033	2018-01-24	Africa	Guinea	Hipposideros ruber			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
MT118677.1		2018-XX-XX	North America	USA	Homo sapiens			Addetia et al	Addetia,A.,Greninger,A.L.	University of Washington, UW Virology
MT083435.1	PREDICT_NPAH0387	2017-01-21	Asia	Nepal	Homo sapiens			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
MT083392.1	PREDICT_NPAH0443	2017-01-23	Asia	Nepal	Homo sapiens			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
MT083332.1	PREDICT_BDAH0319	2018-02-11	Asia	Bangladesh	Homo sapiens			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
MT083331.1	PREDICT_BDAH0283	2018-02-09	Asia	Bangladesh	Homo sapiens			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
MT083330.1	PREDICT_BDAH0283	2018-02-09	Asia	Bangladesh	Homo sapiens			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
MT082206.1	PREDICT_GHBH359267	2018-06-13	Africa	Ghana	Homo sapiens			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
MT082161.1	PREDICT_UGAB0173	2017-05-23	Africa	Uganda	Hipposideros			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
MT082144.1	PREDICT_RWAH0323	2017-01-20	Africa	Rwanda	Homo sapiens			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
MT082143.1	PREDICT_RWAH0318	2017-01-19	Africa	Rwanda	Homo sapiens			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
MT082142.1	PREDICT_RWAH0301	2017-01-16	Africa	Rwanda	Homo sapiens			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
MT082139.1	PREDICT_RWAH0242	2017-01-12	Africa	Rwanda	Homo sapiens			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
MT082138.1	PREDICT_RWAH0204	2017-01-03	Africa	Rwanda	Homo sapiens			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
MT082137.1	PREDICT_RWAH0038	2017-02-02	Africa	Rwanda	Homo sapiens			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
MT082093.1	PREDICT_CMAB75014	2018-05-30	Africa	Cameroon	Hipposideros ruber			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
MT082092.1	PREDICT_CMAB75013	2018-05-30	Africa	Cameroon	Hipposideros ruber			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
MT082091.1	PREDICT_CMAB75013	2018-05-30	Africa	Cameroon	Hipposideros ruber			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
MT082090.1	PREDICT_CMAB75005	2018-05-30	Africa	Cameroon	Hipposideros curtus			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
MT082084.1	PREDICT_CMAB74746	2018-01-19	Africa	Cameroon	Hipposideros ruber			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
MT082081.1	PREDICT_CMAB75019	2018-05-30	Africa	Cameroon	Hipposideros ruber			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
MT082078.1	PREDICT_CMAB74760	2018-01-20	Africa	Cameroon	Hipposideros ruber			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
MT082058.1	PREDICT_CMAB71675	2016-07-05	Africa	Cameroon	Hipposideros ruber			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
MT082057.1	PREDICT_CMAB73354	2017-04-11	Africa	Cameroon	Hipposideros ruber			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
MT082056.1	PREDICT_CMAB73357	2017-04-11	Africa	Cameroon	Hipposideros ruber			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
MT082055.1	PREDICT_CMAB73355	2017-04-11	Africa	Cameroon	Hipposideros ruber			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
MT082053.1	PREDICT_CMAB72622	2017-02-18	Africa	Cameroon	Hipposideros ruber			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
MT082031.1	PREDICT_CMAB73356	2017-04-11	Africa	Cameroon	Hipposideros ruber			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
MT082030.1	PREDICT_CMAB72057	2016-09-16	Africa	Cameroon	Hipposideros ruber			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
MT082029.1	PREDICT_CMAB73367	2017-04-12	Africa	Cameroon	Hipposideros ruber			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
MT082026.1	PREDICT_CMAB72694	2017-02-22	Africa	Cameroon	Hipposideros ruber			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
MT082023.1	PREDICT_CMAB71481	2016-05-26	Africa	Cameroon	Hipposideros ruber			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
MT082021.1	PREDICT_CMAB71800	2016-07-30	Africa	Cameroon	Hipposideros ruber			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
MT082020.1	PREDICT_CMAB71786	2016-07-30	Africa	Cameroon	Hipposideros ruber			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
MT082019.1	PREDICT_CMAB71678	2016-07-05	Africa	Cameroon	Hipposideros ruber			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
MT082018.1	PREDICT_CMAB72642	2017-02-19	Africa	Cameroon	Hipposideros ruber			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
MT082016.1	PREDICT_CMAB72143	2016-10-31	Africa	Cameroon	Hipposideros ruber			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
MT082012.1	PREDICT_CMAB72010	2016-09-14	Africa	Cameroon	Hipposideros ruber			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
MT082010.1	PREDICT_CMAB73372	2017-04-12	Africa	Cameroon	Hipposideros ruber			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
MT082009.1	PREDICT_CMAB73376	2017-04-12	Africa	Cameroon	Hipposideros ruber			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
MT082008.1	PREDICT_CMAB73368	2017-04-12	Africa	Cameroon	Hipposideros ruber			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
MT082006.1	PREDICT_CMAB73364	2017-04-12	Africa	Cameroon	Hipposideros ruber			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
MT081996.1	PREDICT_CMAB72047	2016-09-16	Africa	Cameroon	Hipposideros ruber			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
MT081994.1	PREDICT_CMAB72009	2016-09-14	Africa	Cameroon	Hipposideros ruber			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
MT081993.1	PREDICT_CMAB72015	2016-09-14	Africa	Cameroon	Hipposideros ruber			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
MT081991.1	PREDICT_CMAB71651	2016-07-04	Africa	Cameroon	Hipposideros ruber			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
MT081990.1	PREDICT_RWAB0004	2015-12-21	Africa	Rwanda	Lissonycteris angolensis			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
MT081989.1	PREDICT_RWAB0002	2015-12-21	Africa	Rwanda	Hipposideros caffer			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
MT081988.1	PREDICT_CMAB71642	2016-07-04	Africa	Cameroon	Hipposideros ruber			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
MT081987.1	PREDICT_CMAB71480	2016-05-26	Africa	Cameroon	Hipposideros ruber			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
MT081983.1	PREDICT_CMAB71818	2016-07-31	Africa	Cameroon	Hipposideros ruber			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
MT064829.1	PREDICT_INAH0029	2017-10-12	Asia	India	Homo sapiens			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
MT064826.1	PREDICT_INAH0015	2017-10-11	Asia	India	Homo sapiens			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
MT064825.1	PREDICT_INAH0014	2017-10-11	Asia	India	Homo sapiens			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
MT064824.1	PREDICT_INAH0006	2017-10-10	Asia	India	Homo sapiens			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
MT064823.1	PREDICT_INAH0003	2017-10-10	Asia	India	Homo sapiens			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
MT064773.1	PREDICT_INAH0004	2017-10-10	Asia	India	Homo sapiens			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
MT064733.1	PREDICT_BDAH0283	2018-02-09	Asia	Bangladesh	Homo sapiens			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
MT064059.1	PREDICT_SNAB0055	2018-03-20	Africa	Senegal	Pipistrellus inexspectatus			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
MT064050.1	PREDICT_RWAH0038	2017-02-02	Africa	Rwanda	Homo sapiens			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
MT064047.1	PREDICT_CMAB73376	2017-04-12	Africa	Cameroon	Hipposideros ruber			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
MT064035.1	PREDICT_CMAB75051	2018-05-31	Africa	Cameroon	Hipposideros ruber			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
MT064031.1	PREDICT_CMAB75030	2018-05-30	Africa	Cameroon	Hipposideros ruber			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
MT064029.1	PREDICT_CMAB75026	2018-05-30	Africa	Cameroon	Hipposideros ruber			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
MT064028.1	PREDICT_CMAB75019	2018-05-30	Africa	Cameroon	Hipposideros ruber			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
MT064026.1	PREDICT_CMAB75014	2018-05-30	Africa	Cameroon	Hipposideros ruber			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
MT064025.1	PREDICT_CMAB75013	2018-05-30	Africa	Cameroon	Hipposideros ruber			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
MT064024.1	PREDICT_CMAB75013	2018-05-30	Africa	Cameroon	Hipposideros ruber			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
MT064022.1	PREDICT_CMAB75005	2018-05-30	Africa	Cameroon	Hipposideros curtus			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
MT064018.1	PREDICT_CMAB73368	2017-04-12	Africa	Cameroon	Hipposideros ruber			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
MT064014.1	PREDICT_CMAB74747	2018-01-19	Africa	Cameroon	Hipposideros ruber			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
MT064013.1	PREDICT_CMAB74746	2018-01-19	Africa	Cameroon	Hipposideros ruber			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
MT063999.1	PREDICT_CMAB73401	2017-04-17	Africa	Cameroon	Hipposideros ruber			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
MT063997.1	PREDICT_CMAB73357	2017-04-11	Africa	Cameroon	Hipposideros ruber			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
MT063996.1	PREDICT_CMAB73355	2017-04-11	Africa	Cameroon	Hipposideros ruber			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
MT063985.1	PREDICT_CMAB73364	2017-04-12	Africa	Cameroon	Hipposideros ruber			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
MT063984.1	PREDICT_CMAB73372	2017-04-12	Africa	Cameroon	Hipposideros ruber			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
MT063980.1	PREDICT_CMAB73368	2017-04-12	Africa	Cameroon	Hipposideros ruber			?		University of California, Davis, One Health Institute & Karen C Drayer Wildlife Health Center, School of Veterinary Medicine
